Build Number,Correct
8к7,false
8э,false
8a,false
9,true
9-11,true
9-12,true
9-13,true
9-19,true
9-2,true
9-а,false
9-Г,false
9/1,true
9/10,true
9/11,true
9/12,true
9/13,true
9/16,true
9/17,true
9/18,true
9/19,true
9/2,true
9/22,true
9/25,true
9/29,true
9/3,true
9/32,true
9/35,true
9/37,true
9/4,true
9/40,true
9/47,true
9/5,true
9/61,true
9/68,true
9/7,true
9/8,true
9/9,true
9\1,false
9\10,false
9\12,false
9\4,false
9\47,false
90,true
90/1,true
90/51,true
90/57,true
90/59,true
90/92,true
90/93,true
90\92,false
902,true
903,true
904,true
909,true
90а,true
90б,true
90в,true
90г,true
90д,true
91,true
91-10,true
91-13,true
91-93,true
91-94,true
91-І,false
91-р,false
91/1,true
91/14,true
91/1в,false
91/1a,false
91/2,true
91/29,true
91/93,true
9100,false
91д,true
91е,true
91ж,true
91к,true
91м,true
91о,true
91п,true
91р,true
91с,true
91т,true
91у,true
91ф,true
92,true
92-94,true
92/1,true
92/2,true
92/3,true
92/39,true
92/56,true
92/94,true
92\94,false
925,true
92а,true
92б,true
92в,true
92г,true
92д,true
92е,true
93,true
93/1,true
93/11,true
93/12,true
93/12-2,false
93/12-6,false
93/12-7,false
93/12-8,false
93/14,true
93/15,true
93/15-3,false
93/16,true
93/2,true
93/2/2,false
93/3,true
93/3/3,false
93/4,true
93/4/1,false
93/4/2,false
93/4/3,false
93/41-9,false
93/42-8,false
93/42-9,false
93/43-3,false
93/44-8,false
93/5,true
93/6,true
93\1,false
93\2,false
93\4,false
934,true
938,true
93а,true
93б,true
93в,true
93г,true
93г/2,true
93д,true
93з,true
93к1,false
93к2,false
93к3,false
94,true
94-96,true
94/1,true
94/1а,false
94/1А,false
94/1б,false
94/1Б,false
94/1в,false
94/1В,false
94/1a,false
94/4,true
94/5,true
94/96,true
94\1б,false
945,true
94а,true
95г,true
95е,true
95З/3,false
96,true
96/153,true
96/98,true
961,true
96а,true
96б,true
96в,true
97,true
97/1,true
97/15,true
97/3,true
97/4В,false
97\15,false
97а,true
97б,true
97е,true
97корп,false
97a,false
98,true
98/1,true
98/2,true
98/29,true
98а,true
98б,true
98в,true
98к,true
98л,true
98ф,true
98a,false
99,true
99-д,false
99/1,true
99/10,true
99/1к2,false
99/2,true
99/22,true
99/4,true
99/6,true
99\4,false
990,true
999,true
99999,false
99а,true
99б,true
99a,false
9а,true
9а/2,true
9а/3,true
9а1,false
9а2,false
9а3,false
9аа,false
9аб,false
9б,true
9в,true
9г,true
9д,true
9е,true
9ж,true
9з,true
9к,true
9к2,false
9к3,false
9корпус,false
9a,false
9d,false
9e,false
9r,false
А,false
а,false
а1,false
Ап,false
б,false
Б,false
б.м13.6,false
б.м13.8,false
б.м7,false
б/н,false
Б/н,false
б1,false
бм15,false
бм1а,false
бм27,false
бм4,false
бм56,false
бм6,false
бн,false
БН,false
Бн,false
БОС,false
буд,false
буд. 5,false
В,false
В2,false
відсу,false
г,false
ГП3,false
д,false
Д5,false
дім2,false
Довже,false
Е,false
е,false
З,false
з,false
З/2,false
З5,false
з88,false
ЗаАгоро,false
Зг,false
і,false
І,false
Й1,false
К,false
к1,false
кв.196,false
корп3,false
м,false
м-н,false
н,false
н1,false
О,false
о,false
р,false
ро,false
с,false
С10,false
сп10.3,false
сп101,false
сп11б,false
сп13.10,false
сп13.9,false
сп14.1,false
сп14.2,false
сп17-19,false
сп1а,false
сп24,false
сп3г,false
сп43,false
сп56,false
сп59,false
сп72,false
сп8.3,false
стр 2,false
стр 3,false
стр 4,false
стр1,false
стр2,false
стр3,false
стр4,false
Т0230,false
Х,false
х,false
хх,false
ХХ,false
ХХХ,false
ххх,false
ъ,false
a,false
A,false
g,false
h,false
N,false
№13.6,false
№13.7,false
№30 д2,false
o,false
p,false
R1,false
S,false
Ss,false
ss,false
Um-6,false
x,false
X,false
xx,false
Xx,false
,false
